,year,month,location,fatalities,cat
4420,2015,FEB,Guernsey Airport...,0.0,1
12810,2010,FEB,Washington-Dulle...,0.0,8
8413,1993,FEB,Nairobi National...,0.0,1
8615,1993,FEB,New York-John F....,0.0,1
11415,2015,FEB,St. John's Airpo...,0.0,1
6405,1978,FEB,Larnaca Airport ...,3.0,1
10528,2015,FEB,Samara Airport (...,0.0,1
16799,1978,FEB,near Krasnoye,0.0,1
910,1988,FEB,Bangkok Internat...,0.0,1
1953,2008,FEB,Caico Seco,3.0,1
19077,2010,FEB,near Reinhardtsdorf-S...,2.0,1
8844,1978,FEB,Novosibirsk-Tolm...,0.0,1
11106,2015,FEB,Sharjah Airport ...,0.0,1
5720,1993,FEB,Kharasavey Airport,0.0,1
7453,2010,FEB,Mazar-I-Sharif A...,0.0,1
713,1993,FEB,Aurillac Airport...,0.0,1
7299,2008,FEB,Manila-Ninoy Aqu...,0.0,1
20268,1993,FEB,near Tehran-Mehrabad ...,131.0,1
7666,1993,FEB,Miami Internatio...,0.0,1
6284,1978,FEB,Laguna de Brus,0.0,1
20415,1985,FEB,near Tombouctou Airpo...,51.0,1
16625,2005,FEB,near Khartoum-Civil A...,7.0,1
11966,1978,FEB,Tenerife-Norte L...,0.0,1
8985,2005,FEB,Old Fangak,0.0,1
10206,1985,FEB,Riyadh Air Base ...,8.0,1
10970,2015,FEB,Sebastian Munici...,0.0,2
6489,1978,FEB,Le Puy-Loudes Ai...,0.0,1
14133,1985,FEB,near Bilbao Airport (...,148.0,1
6114,2015,FEB,Kyiv-Borispol Ai...,0.0,2
20257,1989,FEB,near Tegucigalpa-Tonc...,10.0,1
5594,2011,FEB,Kasabonika Airpo...,0.0,1
18,1978,FEB,Abadan Airport (...,0.0,1
16419,2005,FEB,near Kabul Airport (KBL),105.0,1
17275,1989,FEB,near Luena Airport (LUO),0.0,1
10909,2015,FEB,Sault Ste. Marie...,0.0,1
3856,2008,FEB,Fort Lauderdale-...,0.0,3
5205,1978,FEB,Jacksonville Int...,0.0,1
10182,1993,FEB,Rio de Janeiro-S...,0.0,1
1413,1989,FEB,Binghamton Airpo...,0.0,1
12990,1985,FEB,"Wilton Airfield,...",0.0,1
3584,2005,FEB,Enarotali Airpor...,0.0,1
15381,2006,FEB,near El Peten,2.0,1
8610,1984,FEB,New York-John F....,0.0,2
6517,2008,FEB,Leesburg Executi...,0.0,1
9145,2011,FEB,Pachuca-Ingenier...,2.0,1
18783,1980,FEB,near Poptun,31.0,1
15229,1992,FEB,near Diouloulou,30.0,1
7144,2014,FEB,Mala Mala Airpor...,0.0,1
20379,1992,FEB,near Tlahualilo de Za...,4.0,1
9717,1980,FEB,Port-au-Prince,0.0,1
7389,1989,FEB,Marseille-Proven...,3.0,1
1904,2006,FEB,Burnsville-Mount...,0.0,1
7528,2006,FEB,Melbourne-Tullam...,0.0,2
20411,1992,FEB,near Toledo-Express A...,4.0,1
397,1992,FEB,Anchorage Intern...,0.0,1
12344,1992,FEB,Tunis-Carthage A...,0.0,1
7287,1980,FEB,Manila Internati...,2.0,1
9573,1980,FEB,"Plattsburgh AFB,...",0.0,1
935,1980,FEB,Banjarmasin,0.0,1
7462,2006,FEB,Mbuji-Mayi Airpo...,0.0,1
17281,2014,FEB,near Lukapa Airport (...,0.0,1
386,2014,FEB,Anadyr Airport (...,0.0,1
10719,1980,FEB,San Salvador,0.0,1
9100,2006,FEB,Oslo-Gardermoen ...,0.0,1
5146,2014,FEB,Istanbul-Sabiha ...,0.0,1
3492,2011,FEB,El Espino,14.0,1
18885,1984,FEB,near Prosperine Airpo...,2.0,1
3242,1992,FEB,"Dixon, WY",2.0,1
3255,1992,FEB,Djibouti Airport...,0.0,1
7459,1992,FEB,Mbeya Airport (MBI),0.0,1
18518,2006,FEB,"near Paris, TN",1.0,1
18151,1980,FEB,near NgaoundÃ©rÃ© Air...,5.0,1
930,1992,FEB,Bangui Airport (...,0.0,1
10472,1984,FEB,Sakon Nakhon Air...,0.0,1
5564,1992,FEB,Karachi Internat...,0.0,1
11979,2014,FEB,Terceira-Lajes A...,0.0,1
4097,2014,FEB,GenÃ¨ve-Cointrin...,0.0,1
7165,1992,FEB,Mallcu,0.0,1
5833,1980,FEB,Kinshasa-N'Djili...,3.0,1
11609,1980,FEB,Sydney-Kingsford...,13.0,1
10326,2014,FEB,Rubkona Airport,1.0,1
16809,1989,FEB,near Kuala Lumpur Sub...,4.0,1
949,1980,FEB,Baracoa Airport ...,1.0,1
2978,2008,FEB,"Darwin Airport, ...",0.0,1
20875,2006,FEB,"near Watertown, WI",3.0,1
12063,1984,FEB,Tiksi Airport (IKS),0.0,1
6296,1979,FEB,Lahore Airport (...,0.0,2
7915,2011,FEB,Mont Biega,2.0,1
560,2005,FEB,Aruba-Reina Beat...,0.0,1
18904,2005,FEB,near Pueblo Memorial ...,8.0,1
11810,2005,FEB,Tambacounda Airp...,0.0,1
15368,2005,FEB,"near El Devanador, Tz...",7.0,1
11100,2014,FEB,Shannon Airport ...,0.0,1
10862,1993,FEB,Santo Domingo-La...,0.0,1
16907,1989,FEB,near La Grande-LG-4 a...,2.0,1
11848,1979,FEB,Taoyuan,0.0,1
11992,2005,FEB,Teterboro Airpor...,0.0,1
12232,1979,FEB,Trebinje,3.0,1
10086,2015,FEB,Rhodes/Paradisi-...,0.0,1
4471,1993,FEB,Gyumri-Leninakan...,0.0,1
2048,1984,FEB,CamagÃ¼ey Intern...,0.0,1
2126,2008,FEB,Caracas-Simon Bo...,0.0,1
14639,1989,FEB,near Castera-Lou,0.0,1
7151,2015,FEB,Malange Airport ...,0.0,1
11541,2011,FEB,Sulaymaniyah Int...,7.0,1
19508,2014,FEB,near Sandhikhark,18.0,1
11473,1979,FEB,Stockholm-Arland...,0.0,1
6698,2008,FEB,Lome Airport (LFW),0.0,1
9769,1989,FEB,"Poughkeepsie, NY",0.0,1
1944,1992,FEB,"CaetitÃ©, BA",12.0,1
6588,1989,FEB,Lichinga Airport...,0.0,1
16505,1979,FEB,near Kariba,59.0,1
449,2008,FEB,Anguilla-Wallbla...,0.0,1
17764,1979,FEB,near Moanda,3.0,1
3534,2008,FEB,"El Prado, El Seybo",0.0,1
13801,2014,FEB,near AÃ¯n Kercha,76.0,1
7071,2011,FEB,Madinah-Mohammad...,0.0,1
15906,1993,FEB,near Guvercinlik,6.0,1
13088,1979,FEB,"Yarra Creek, Kin...",0.0,1
2612,1979,FEB,Clarksburg-Bened...,2.0,1
3976,2014,FEB,"Funchal Airport,...",0.0,1
18564,2014,FEB,near Pearland Regiona...,1.0,1
4907,1984,FEB,Huambo Airport (...,0.0,1
1644,2014,FEB,Bournemouth Inte...,0.0,1
11452,2014,FEB,Stella Maris-Est...,0.0,1
465,2008,FEB,Ankeny Regional ...,0.0,1
12254,2005,FEB,Trinidad Airport...,0.0,1
3431,2008,FEB,Edinburgh-Turnho...,0.0,1
7704,1979,FEB,Miami-Dade Colli...,0.0,1
10648,2023,FEB,San JosÃ© Vista ...,0.0,1
3980,2003,FEB,Fuzhou Changle I...,0.0,1
9448,1972,FEB,Pha Khao,2.0,1
17545,2002,FEB,near Mashhad,0.0,1
16424,1997,FEB,near Kaduna Airport (...,3.0,1
4291,1997,FEB,Greenville Downt...,0.0,1
4757,2002,FEB,Hobo,0.0,1
4742,2002,FEB,Hindu Kush mount...,0.0,1
2625,2002,FEB,Cleveland-Cuyaho...,0.0,1
10007,2002,FEB,Rapid City-Ellsw...,2.0,1
16229,2002,FEB,"near Isla Larga, Los ...",0.0,1
6374,2002,FEB,Lanseria Airport...,0.0,1
9737,1972,FEB,Porto Alegre Air...,0.0,1
11809,1997,FEB,Tambacounda Airp...,23.0,1
5285,2020,FEB,Jayapura-Sentani...,0.0,1
5148,2020,FEB,Istanbul-Sabiha ...,3.0,1
4379,1997,FEB,Guangzhou Airpor...,0.0,1
12490,2020,FEB,Usinsk Airport (...,0.0,1
18994,1997,FEB,near Quibaxe,37.0,1
19343,1997,FEB,near Salta Internatio...,4.0,1
10291,1972,FEB,Rostov Airport (...,0.0,1
3326,2020,FEB,Dryden Regional ...,0.0,1
7229,1973,FEB,"Manaus Air Base,...",3.0,1
12255,2019,FEB,"Trinity Bay, nea...",3.0,1
8109,1997,FEB,Mount Balatukan,2.0,1
12556,2020,FEB,Vancouver-Coal H...,0.0,1
17581,2002,FEB,near Mbuji-Mayi,0.0,1
6074,2020,FEB,Kuredu Island Re...,0.0,1
18900,1973,FEB,near PudasjÃ¤rvi,0.0,1
20547,2002,FEB,near Twentynine Palms...,0.0,1
295,2020,FEB,"Altoona Airport,...",0.0,1
2024,2020,FEB,Calgary Internat...,0.0,1
18889,1973,FEB,near Provideniya Airp...,4.0,1
20636,2020,FEB,near Ust-Kamenogorsk ...,0.0,1
2685,1997,FEB,Colombo-Ratmalan...,3.0,1
17821,2002,FEB,near Monrovia-Roberts...,1.0,1
18860,1973,FEB,near Praha-Ruzyne Int...,66.0,1
10511,1972,FEB,"SalvaciÃ³n mine,...",0.0,1
20323,1973,FEB,near Thakhet East,3.0,1
5225,1972,FEB,Jahran area,0.0,1
2134,1997,FEB,CarajÃ¡s Airport...,1.0,1
16999,2020,FEB,"near Lake Coleman, TX",3.0,1
3015,2020,FEB,Daytona Beach In...,0.0,1
861,2020,FEB,Baltimore/Washin...,0.0,1
16282,1972,FEB,near Jacksonville-Lit...,5.0,1
4835,2020,FEB,Hooper Bay Airpo...,0.0,1
5454,1998,FEB,Kaduna Airport (...,0.0,1
1427,1998,FEB,Birmingham Airpo...,0.0,1
12174,2020,FEB,Toronto-Buttonvi...,0.0,1
5657,2020,FEB,KeflavÃ­k Intern...,0.0,1
18093,1998,FEB,near Navafria,5.0,1
7857,1998,FEB,Mogadishu Intern...,0.0,1
9020,1998,FEB,Opa-locka Airpor...,0.0,1
7675,1998,FEB,Miami Internatio...,0.0,3
7108,2020,FEB,Madrid-Barajas A...,0.0,1
7118,2020,FEB,Magadan-13 Airport,0.0,1
17727,1972,FEB,near Mineralnye Vody ...,0.0,1
10522,2002,FEB,Sam Neua Airport...,0.0,1
7405,2002,FEB,Mashhad Airport ...,0.0,1
19566,2002,FEB,near Sarab-e Do Rah,119.0,1
14310,1972,FEB,near Bremen Airport (...,1.0,1
10892,2002,FEB,"Sarsura Glacier,...",2.0,1
2056,2002,FEB,Camden-Harrell F...,0.0,1
331,1972,FEB,Amman-Marka Inte...,0.0,1
11756,1998,FEB,Taipei-Chiang Ka...,203.0,1
20673,1972,FEB,near Valledupar Airpo...,19.0,1
104,1972,FEB,Aden,0.0,1
6844,2020,FEB,Los Angeles Inte...,0.0,1
3911,1998,FEB,Frankfurt Intern...,0.0,1
10127,2020,FEB,Rio Bueno-Fundo ...,0.0,1
11420,1998,FEB,St. Moritz-Samed...,0.0,1
2958,2020,FEB,Dammam-King Faha...,0.0,1
7830,2020,FEB,Miyanmin Airstri...,0.0,1
13424,2002,FEB,near Agadir,8.0,1
13313,1972,FEB,between Savannak...,23.0,1
8831,2002,FEB,"Novato Airport, ...",0.0,1
11499,1998,FEB,Stornoway Airpor...,0.0,1
20294,1998,FEB,near Terceira-Lajes A...,7.0,1
14056,2020,FEB,"near Benbrook, TX",0.0,1
19578,1973,FEB,near Saravan,8.0,1
17007,2002,FEB,near Lakhta Air Base,17.0,1
8881,1997,FEB,NÃ¼rnberg,0.0,1
20611,1973,FEB,near Ura-Tube,79.0,1
21019,2018,FEB,near Yasuj Airport (YES),66.0,1
17393,1974,FEB,near Makhachkala,0.0,1
9168,1996,FEB,Palangkaraya-Tji...,0.0,1
17434,1974,FEB,near Managua-Las Merc...,0.0,1
872,1996,FEB,Ban Lung-Ratanak...,0.0,1
18934,1996,FEB,"near Puerto Plata, Do...",189.0,1
4921,1974,FEB,Hue Airport (HUI),3.0,1
7409,2018,FEB,Mashhad Airport ...,0.0,1
7925,1974,FEB,Montalvo,0.0,1
10662,1974,FEB,San Juan,0.0,1
4875,1996,FEB,Houston-Intercon...,0.0,1
9906,2019,FEB,Pyongtaek-Deside...,0.0,1
17280,1996,FEB,near Lukapa,8.0,1
852,1974,FEB,Baltimore/Washin...,3.0,1
14928,1974,FEB,near Colorado-Springs...,7.0,2
1590,1996,FEB,Bornholm-RÃ¸nne ...,0.0,1
19285,1996,FEB,near Saint Johns Muni...,4.0,1
8008,1996,FEB,Morelia Airport ...,0.0,1
20265,1974,FEB,near Tehran-Mehrabad ...,10.0,1
21,2018,FEB,Abbotsford Airpo...,0.0,1
12549,2003,FEB,Vancouver Intern...,0.0,1
16537,1996,FEB,near Kawatana,0.0,1
9721,1996,FEB,Port-au-Prince-M...,10.0,1
17517,1974,FEB,near Marmato,0.0,1
16271,1996,FEB,near Jabal Awliya,91.0,1
8699,1974,FEB,"Newton Fiord, NU",9.0,1
13756,2003,FEB,near Atlantic Ocean,0.0,1
3759,1996,FEB,"Fazenda Matary, MA",0.0,1
13684,1996,FEB,near Arequipa-Rodrigu...,123.0,1
4677,2018,FEB,Havre-Saint-Pier...,0.0,1
18645,1974,FEB,near Phnom Penh,14.0,1
3542,1996,FEB,"El Zapotal, CobÃ...",2.0,1
2623,2018,FEB,Cleveland-Burke ...,0.0,1
1467,2003,FEB,Blenheim Woodbou...,0.0,1
13736,1996,FEB,near AsunciÃ³n-Silvio...,22.0,1
15642,1996,FEB,near Freilassing,10.0,1
11661,1974,FEB,SÃ£o Paulo-Congo...,0.0,1
6968,1996,FEB,Luremo Airstrip,0.0,1
374,2019,FEB,Amsterdam-Schiph...,0.0,2
10106,2019,FEB,Richmond Municip...,0.0,1
14584,2019,FEB,"near CaracaraÃ­, RR",0.0,1
13940,1973,FEB,near Barrancabermeja ...,2.0,1
15883,1997,FEB,near Guatemala City-L...,5.0,1
11855,1997,FEB,Tarakan-Juwata A...,0.0,1
19493,1973,FEB,near San RamÃ³n,12.0,1
13750,1973,FEB,near Atlanta-DeKalb P...,7.0,1
4690,2002,FEB,Heglig,0.0,1
2328,1997,FEB,Charallave-Ãsca...,0.0,1
5974,2002,FEB,Kotzebue Airport...,0.0,1
3162,1973,FEB,Detroit-Willow R...,2.0,1
2253,1973,FEB,Cerro Horqueta,22.0,1
12479,1997,FEB,Uruapan Airport ...,0.0,1
11013,1997,FEB,Semipalatinsk Ai...,0.0,1
2550,2019,FEB,Chittagong-Shah ...,1.0,1
1403,2019,FEB,Billund Airport ...,0.0,1
16238,1973,FEB,near Isma'iliya,108.0,1
16198,1973,FEB,"near Iqaluit Airport,...",0.0,1
11203,2002,FEB,Singapore-Changi...,0.0,1
486,1997,FEB,Antigua-V.C. Bir...,0.0,1
7976,1973,FEB,Montreal-Dorval ...,0.0,1
19431,1974,FEB,near San Francisco de...,7.0,1
18342,1996,FEB,near Omsk,0.0,1
16580,2003,FEB,near Kerman,275.0,1
5135,2003,FEB,Istanbul-AtatÃ¼r...,0.0,1
14402,1996,FEB,near Bulwer,0.0,1
8427,2019,FEB,Nairobi-Jomo Ken...,0.0,2
13835,1996,FEB,near Baia Mare Airpor...,10.0,1
8072,2019,FEB,Moskva-Sheremety...,0.0,1
15421,1996,FEB,near Ensenada Airport...,8.0,1
3530,2002,FEB,El Paso-Biggs AA...,0.0,1
13995,2019,FEB,near Bay Harbor Islan...,1.0,1
10992,1973,FEB,Seddon,1.0,1
11012,1973,FEB,Semipalatinsk Ai...,32.0,1
20079,1973,FEB,near Szczecin-GoleniÃ...,18.0,1
17992,1973,FEB,near Nabire,13.0,1
12880,2002,FEB,West Palm Beach ...,0.0,1
5754,2019,FEB,Khartoum-Civil A...,0.0,1
320,1973,FEB,Amderma Airport ...,0.0,1
13921,1998,FEB,near Barcelona Airpor...,2.0,1
10668,2002,FEB,"San Juan, SJ",0.0,1
1201,2020,FEB,Belmar/Farmingda...,0.0,1
13674,2022,FEB,near Aralsk,0.0,1
8030,2022,FEB,MorÃ³n-Ituzaingo...,0.0,1
6892,2000,FEB,Luanda-4 de Feve...,0.0,1
4309,1999,FEB,Grenouillet,0.0,1
13234,2000,FEB,an airstrip near...,1.0,1
5831,1970,FEB,Kinshasa-N'Djili...,0.0,1
6304,1970,FEB,Laja Airport,0.0,1
10543,2022,FEB,San Andres Islan...,0.0,1
19364,1970,FEB,near Samarkand Airpor...,92.0,1
4085,1999,FEB,Genoa-Cristoforo...,4.0,1
9753,1999,FEB,Porto Velho-Aero...,0.0,1
3771,2000,FEB,Filitheyo Seapla...,0.0,1
3143,2022,FEB,Detroit-Coleman ...,0.0,1
5680,1970,FEB,"Kergantic, Ploemeur",12.0,1
5115,2022,FEB,Islip-Long Islan...,0.0,1
2907,2000,FEB,Dakar-Yoff Airpo...,0.0,1
12670,1970,FEB,Vladeasa mountai...,20.0,1
10872,2000,FEB,Sapporo-Okadama ...,0.0,1
2881,1970,FEB,Da Nang Airport ...,0.0,1
20980,1970,FEB,near WÃ¼renlingen,47.0,1
8294,1999,FEB,"Muskoka Airport,...",0.0,1
2832,2022,FEB,Culebra Airport ...,0.0,1
5826,1999,FEB,Kinmen-Shang-Yi ...,0.0,1
6850,1999,FEB,Los Angeles-Van ...,0.0,1
6774,2000,FEB,London-Stansted ...,0.0,1
20640,1970,FEB,near Ust-Maya Airport,5.0,1
6990,1999,FEB,Luzamba Airport ...,0.0,1
6691,1970,FEB,"Loma Alta, CH",37.0,1
6545,1970,FEB,Leningrad-Shosse...,1.0,1
5829,1999,FEB,Kinshasa,7.0,1
20872,1970,FEB,"near Waterford, CT",5.0,1
10330,1999,FEB,Rui'an,61.0,1
15627,1970,FEB,near Frankfurt,0.0,1
18284,2022,FEB,near Oceanside Munici...,0.0,1
10967,2000,FEB,Seattle/Tacoma I...,0.0,1
1404,2022,FEB,Bilogai/Sugapa A...,0.0,1
599,2022,FEB,Aspen-Pitkin Cou...,0.0,1
1273,1970,FEB,Berezovo Airport...,0.0,1
18456,1970,FEB,"near Palisade, NE",5.0,1
10364,1970,FEB,SANAE Station,0.0,1
4563,2000,FEB,Harare Airport (...,0.0,1
12849,2023,FEB,Waukesha Airport...,0.0,1
10217,2023,FEB,Rochester-Greate...,0.0,1
9744,2000,FEB,Porto Alegre-Sal...,0.0,1
17482,2000,FEB,near Maputo Internati...,1.0,1
10843,1970,FEB,Santiago-Arturo ...,1.0,1
11933,2000,FEB,Tehran-Mehrabad ...,16.0,2
17184,2023,FEB,near Little Rock-Bill...,5.0,1
17353,1970,FEB,near Madrid-Torrejon ...,1.0,1
8499,2023,FEB,Nasir Airport,1.0,1
5371,1970,FEB,Jomsom Airport (...,1.0,1
3789,2023,FEB,Fitzgerald River...,0.0,1
20144,1970,FEB,near Taipei,2.0,1
4885,2023,FEB,Houston-William ...,0.0,1
18026,2023,FEB,"near Nakina, ON",2.0,1
2482,2000,FEB,Chicago-O'Hare I...,0.0,1
12627,2000,FEB,Vijaynagar,0.0,1
3978,2000,FEB,Fuzhou Changle I...,0.0,1
3552,2023,FEB,Eliptamin Airpor...,0.0,1
10539,1970,FEB,Samsun Airport (...,0.0,1
138,2022,FEB,Agok Airstrip,0.0,1
8357,1970,FEB,MÃ¼nchen-Riem Ai...,0.0,1
3912,1999,FEB,Frankfurt Intern...,0.0,1
4538,1970,FEB,Hampton-Langley ...,0.0,1
19424,1970,FEB,near San Fansisco,0.0,1
19256,2000,FEB,near Sacramento-Mathe...,3.0,1
12424,2022,FEB,"Umiat Airport, A...",0.0,1
8565,2022,FEB,New Fangak Airstrip,0.0,1
3892,1999,FEB,Foxtrot Airstrip,0.0,1
17790,2022,FEB,near MohÃ©li-Bandar e...,14.0,1
9736,1970,FEB,Porto Alegre Air...,0.0,1
18395,2022,FEB,"near Ostrogozhsk, Vor...",0.0,1
19561,1970,FEB,near Santo Domingo-La...,102.0,1
17942,2000,FEB,near Mwanza Airport (...,0.0,1
18924,1970,FEB,near Puerto LÃ³pez,14.0,1
18927,1970,FEB,near Puerto Montt,0.0,1
1581,2022,FEB,Bor Airport,0.0,1
6146,2022,FEB,KÃ¸benhavn-Kastr...,0.0,1
8089,1999,FEB,Moskva-Vnukovo A...,0.0,1
12820,2022,FEB,Washington-Ronal...,0.0,1
16285,2001,FEB,near Jacobkondre,10.0,1
12127,2021,FEB,Tokyo-Narita Air...,0.0,1
7480,1971,FEB,McMurdo-Williams...,0.0,1
19719,1971,FEB,"near Shawnee, OK",0.0,1
4103,1998,FEB,George Town-Exum...,0.0,1
20981,2021,FEB,near Xalapa Airport (...,6.0,1
13383,2021,FEB,near Abuja-Nnamdi Azi...,7.0,1
5875,1971,FEB,Kirovsk Airport ...,0.0,1
6294,1971,FEB,Lahore Airport (...,0.0,1
6898,1971,FEB,Luang Prabang Ai...,0.0,1
5167,2021,FEB,Iturup Airport (...,0.0,1
8759,1971,FEB,Nondalton Airpor...,0.0,1
2481,1998,FEB,Chicago-O'Hare I...,0.0,1
18258,2001,FEB,near NÃ¼rnberg Airpor...,3.0,1
11554,2001,FEB,Sun Island Resort,0.0,1
32,2021,FEB,Abha Internation...,0.0,1
1390,2001,FEB,Bilbao Airport (...,0.0,1
6923,2001,FEB,Luena Airport (LUO),0.0,2
805,1998,FEB,Bahrain Internat...,0.0,1
1104,1998,FEB,Beaumont-Jeffers...,0.0,1
15209,1972,FEB,near Dhaka,5.0,1
15450,2020,FEB,near Eureka-Murray Fi...,0.0,1
8498,1998,FEB,Nasir Airport,26.0,1
19937,1972,FEB,near St. Moritz-Samed...,0.0,1
8524,1998,FEB,Navegantes Airpo...,0.0,1
18158,1972,FEB,near Nice-CÃ´te d'Azu...,2.0,1
11107,2020,FEB,Sharjah Airport ...,0.0,1
14684,1998,FEB,near ChambÃ©ry Airpor...,0.0,1
15475,2020,FEB,"near Fairmount, GA",4.0,1
7202,2021,FEB,MalÃ©-Velana Int...,0.0,1
17172,1972,FEB,near Lipetsk Airport ...,0.0,1
17226,1972,FEB,near Long Tieng,5.0,1
20252,1972,FEB,near Tegal,6.0,1
5587,1972,FEB,Karlovy Vary Air...,0.0,1
7896,2021,FEB,Monfort Airport ...,0.0,1
14450,1998,FEB,near Cagayan de Oro-L...,104.0,1
21201,1972,FEB,within Bulgaria,1.0,1
5242,2001,FEB,Jakarta-Pondok C...,0.0,1
12626,2021,FEB,Vijayawada Airpo...,0.0,1
14696,1975,FEB,near Chania-SoÃºda Ai...,42.0,1
3244,1998,FEB,Diyarbakir Airpo...,0.0,1
1317,2001,FEB,Berlin-Tempelhof...,0.0,1
4645,1971,FEB,Havana-JosÃ© Mar...,0.0,1
2697,1999,FEB,Columbus Airport...,0.0,1
4858,1971,FEB,"Houston, TX",0.0,1
17259,1999,FEB,near Luanda-4 de Feve...,24.0,1
2839,1971,FEB,Cunatincuta Moun...,12.0,1
16774,2022,FEB,"near Koryaki, Yelizov...",2.0,1
9471,1971,FEB,Phnom Penh,0.0,1
1675,1999,FEB,Bratislava-Ivank...,0.0,1
18636,1971,FEB,near Phan Rang (PHA),5.0,1
14158,1999,FEB,"near Bishop Airport, ...",1.0,1
1002,1971,FEB,Barrancabermeja-...,6.0,1
15619,1971,FEB,near Fort-Archambault...,0.0,1
1872,2022,FEB,Bukavu-Kavumu Ai...,0.0,1
2068,2022,FEB,"Campbellton, TX",0.0,1
7616,2022,FEB,Mexico City-Beni...,0.0,1
21117,2022,FEB,near Zhukivtsi,5.0,1
6115,2022,FEB,Kyiv-Gostomel Ai...,0.0,5
2883,1971,FEB,Da Nang Airport ...,0.0,1
12688,1971,FEB,Vorkuta Airport ...,0.0,1
17714,1999,FEB,"near Milwaukee, WI",0.0,1
16666,1999,FEB,near Kimbe,11.0,1
1839,1999,FEB,Buenos Aires-Jor...,0.0,1
1110,2001,FEB,Beaver Island Ai...,2.0,1
2592,1999,FEB,Cincinnati/North...,0.0,1
15772,1971,FEB,near Gongmiaozi Airport,15.0,1
4442,1971,FEB,Gulfport Municip...,0.0,1
9300,2021,FEB,Paris-Le Bourget...,0.0,1
5600,2021,FEB,Kaskattama Airst...,0.0,1
12311,1971,FEB,TucumÃ¡n Airport...,0.0,1
10546,2021,FEB,"San AndrÃ©s, PetÃ©n",0.0,1
12542,1971,FEB,Vancouver Intern...,0.0,1
10586,2021,FEB,San Diego-Montgo...,0.0,1
19293,1999,FEB,"near Saint Mary's, AK",0.0,1
15814,2001,FEB,near Granton Harbour,2.0,1
1481,2021,FEB,Blois/Le Breuil ...,0.0,1
14247,2021,FEB,near Boraldai,0.0,1
11113,2001,FEB,Sheffield City A...,0.0,1
5308,2021,FEB,Jeffersonville-C...,0.0,1
1670,2003,FEB,Brasschaat Air Base,0.0,1
15651,1987,FEB,near Fukuoka Airport ...,5.0,1
5996,1975,FEB,Krasnoyarsk Airp...,0.0,1
18775,1975,FEB,"near Pontiac, MI",1.0,1
10367,1975,FEB,SaarbrÃ¼cken Air...,0.0,1
4870,1975,FEB,Houston-Intercon...,5.0,1
11793,2018,FEB,Tallinn-Lennart ...,0.0,1
9481,1975,FEB,Phnom Penh-Poche...,0.0,1
7275,1975,FEB,Manila Airport (...,0.0,1
5576,2003,FEB,Karachi-Quaid-E-...,0.0,1
19966,2018,FEB,"near Stepanovskoye, R...",71.0,1
8331,1995,FEB,Mys Shmidta Airport,0.0,1
11795,2003,FEB,Tallinn-Ulemiste...,2.0,1
8547,2018,FEB,Netheravon Airport,0.0,1
20934,1975,FEB,"near Wikieup, AZ",3.0,1
544,1995,FEB,Arkhangelsk Airp...,0.0,1
11761,1975,FEB,Taipei-Songshan ...,0.0,1
15459,1975,FEB,near Fairbanks Intern...,3.0,1
895,1975,FEB,Bangalore-Hindus...,0.0,1
16749,2003,FEB,near Kohat,17.0,1
11673,1995,FEB,SÃ£o Paulo-Guaru...,0.0,1
5120,1995,FEB,Istanbul,3.0,1
10344,1975,FEB,Rushinga Forward...,0.0,1
19035,1975,FEB,near Rangoon,0.0,1
3454,1975,FEB,"Egg Harbor, NJ",2.0,1
7099,1975,FEB,Madrid-Barajas A...,0.0,1
17462,1975,FEB,near Manila Internati...,33.0,1
11324,1975,FEB,South Lake Tahoe...,0.0,1
9951,1975,FEB,Quito-Mariscal S...,0.0,1
5527,1995,FEB,Kansas City Inte...,3.0,1
5898,1975,FEB,Knezevac,0.0,1
9822,1975,FEB,Provincetown Air...,0.0,1
12058,1975,FEB,Tikal-El Peten A...,0.0,1
15555,1975,MAR,near Florida,4.0,1
656,2019,MAR,Atlanta-DeKalb P...,0.0,1
4960,1984,MAR,Hyderabad-Begump...,0.0,1
2260,1984,MAR,Cerro PilÃ³n,23.0,1
12487,1973,MAR,"Ushuaia, TF",0.0,1
2830,1980,MAR,CuiabÃ¡-Marechal...,9.0,1
13113,2020,MAR,Yenkisa Airstrip...,0.0,1
14692,1980,MAR,near Changsha Airport...,26.0,1
5306,2011,MAR,Jeffersonville-C...,0.0,1
1934,1977,MAR,"CFB Summerside, ...",3.0,2
4648,1971,MAR,Havana-JosÃ© Mar...,0.0,1
7227,2011,MAR,"Manas County, Hu...",3.0,1
1362,1999,MAR,Biarritz Parme A...,0.0,1
2019,1984,MAR,Calgary Internat...,0.0,1
10882,1976,MAR,Saratov Airport ...,0.0,1
1972,1985,MAR,Cairo Internatio...,0.0,1
16935,1973,MAR,"near La Plance, near ...",68.0,2
3804,2004,MAR,Florence-Peretol...,0.0,1
21267,1980,MAR,within Namibia,3.0,1
10566,1980,MAR,San Borja,0.0,1
11000,1992,MAR,"Selawik Airport,...",0.0,1
18245,1997,MAR,near Nunapitchuk Airp...,1.0,1
2079,1984,MAR,CancÃºn Airport ...,0.0,1
1010,1984,MAR,Barranquilla-Ern...,4.0,1
4040,2018,MAR,Gao Airport (GAQ),0.0,1
8647,1997,MAR,New York-La Guar...,0.0,1
16810,2014,MAR,near Kuala Lumpur-Sul...,0.0,1
18185,1992,MAR,near Nizhneyansk,10.0,1
