,year,month,location,fatalities,cat
9191,1994,NOV,Palma de Mallorc...,0.0,1
9983,1975,NOV,Raleigh/Durham A...,0.0,1
4110,2018,NOV,Georgetown-Chedd...,1.0,1
11286,2004,NOV,Solo City-Adi Su...,25.0,1
19870,1992,NOV,near Son Trung,30.0,1
2293,2018,NOV,Chaklala-PAF Bas...,0.0,1
10425,2015,NOV,Saint Lucia-Geor...,0.0,1
4505,2018,NOV,Halifax-Stanfiel...,0.0,1
12131,2004,NOV,Toluca Airport (...,0.0,1
14433,1977,NOV,near BÃ©ziers,32.0,1
4874,1994,NOV,Houston-Intercon...,0.0,1
12332,1994,NOV,Tulsa Internatio...,0.0,1
11456,2018,NOV,Stephenville Int...,0.0,1
12577,2006,NOV,Veloor,0.0,1
9871,1994,NOV,Puerto la Victor...,0.0,1
4913,1994,NOV,Huambo-Albano Ma...,0.0,1
9295,1994,NOV,Paris-Le Bourget...,0.0,1
6712,2016,NOV,London City Airp...,0.0,2
2050,1978,NOV,Camarones,0.0,1
12031,1993,NOV,"Thorne Bay, AK",0.0,1
21188,1977,NOV,within Alaska,2.0,1
8662,1978,NOV,Newark Internati...,0.0,1
15364,1975,NOV,near El Caoba,15.0,1
15360,1975,NOV,near El Arish,20.0,1
16615,1975,NOV,near Kharkov Airport ...,19.0,1
17849,2016,NOV,near Moorhead Municip...,0.0,1
6684,1993,NOV,Lokichoggio Airp...,0.0,2
19182,1977,NOV,near Roma-Fiumicino A...,5.0,1
4886,2004,NOV,"Howell Island, MO",2.0,1
19457,1992,NOV,near San Juan Ranch s...,0.0,1
14985,1978,NOV,"near Cottageville, SC",6.0,1
15871,2015,NOV,"near Guarda-Mor, MG",4.0,1
18180,1975,NOV,near Nizhneangarsk,0.0,1
2479,1993,NOV,Chicago-O'Hare I...,0.0,1
1275,1993,NOV,Bergamo-Orio Al ...,0.0,1
10693,1992,NOV,San Luis Airport...,0.0,1
17178,2018,NOV,near Lisbon,0.0,1
7988,2004,NOV,Montrose County ...,3.0,1
8822,2006,NOV,Norway House Air...,0.0,1
6976,1992,NOV,Luxembourg-Finde...,0.0,1
9098,1994,NOV,Oslo-Gardermoen ...,0.0,1
15665,1975,NOV,near Gali,38.0,1
10871,1994,NOV,Saposoa Airport ...,6.0,1
16926,1993,NOV,near La Paz,0.0,1
6340,1977,NOV,Lake Pontchartra...,3.0,1
17795,1993,NOV,near Molima,2.0,1
7782,2006,NOV,Minneapolis-St. ...,0.0,1
9228,1993,NOV,Panama City-Tocu...,0.0,1
10177,1976,NOV,Rio de Janeiro-S...,0.0,1
1798,1977,NOV,Bucharest-Otopen...,0.0,1
13897,1976,NOV,near Banjarmasin-Sjam...,29.0,1
14541,1994,NOV,"near Canobie, QLD",0.0,1
10302,1994,NOV,Rothera Research...,4.0,1
19151,2016,NOV,near Rionegro/MedellÃ...,71.0,1
2863,1994,NOV,CÃ³rdoba-Pajas B...,0.0,1
8545,2004,NOV,Netheravon Airport,0.0,1
9875,2006,NOV,Puncak Jaya,12.0,1
19515,2005,NOV,near Sangar,0.0,1
1937,2004,NOV,Cabimas-Oro Negr...,0.0,1
18104,2017,NOV,near Nelkan Airport,6.0,1
18882,2006,NOV,near Progreso,0.0,1
1856,2016,NOV,Buenos Aires/Eze...,0.0,1
11205,2017,NOV,Singapore-Changi...,0.0,1
10420,1994,NOV,Saint Louis-Lamb...,0.0,1
12252,1992,NOV,Trinidad Airport...,0.0,1
16788,1976,NOV,near Kozani-Philippos...,50.0,1
10940,1976,NOV,SchwabmÃ¼nchen,5.0,1
4530,2005,NOV,Hamilton-John Mu...,0.0,1
8629,2017,NOV,New York-John F....,0.0,2
6195,1976,NOV,La Paz-El Alto A...,0.0,1
11352,1992,NOV,Southampton-East...,0.0,1
5912,1993,NOV,Kobenhavn-Kastru...,0.0,1
17160,2017,NOV,near Limpopo province,0.0,1
5372,1993,NOV,Jomsom Airport (...,0.0,1
16579,1993,NOV,near Kerman,17.0,1
1163,1993,NOV,Bekdash,0.0,1
2125,2004,NOV,Caracas-Simon Bo...,2.0,1
1849,1993,NOV,Buenos Aires/Eze...,0.0,1
19890,2005,NOV,"near South Hampton, NY",0.0,1
4111,1977,NOV,Georgetown-Ogle ...,0.0,1
4317,2005,NOV,Grobnik Airport,0.0,1
19510,1993,NOV,near Sandy Lake Airpo...,7.0,1
17993,1994,NOV,near Nabire,4.0,1
15125,1976,NOV,near Das Island,0.0,1
19989,2005,NOV,near Stupino,8.0,1
17177,1976,NOV,near Lisboa-Portela d...,2.0,1
20374,1993,NOV,near Tirupati Airport...,0.0,1
72,2017,NOV,Accra-Kotoka Air...,0.0,1
16373,1977,NOV,near Jorhat-Rowriah A...,5.0,1
10423,2016,NOV,Saint Louis-Lamb...,0.0,1
20725,1976,NOV,near Victoria,5.0,1
3986,1993,NOV,Fuzhou Yixu Airp...,0.0,1
11472,1978,NOV,Stockholm-Arland...,0.0,1
10349,1976,NOV,RychnÃ³w,0.0,1
18300,2017,NOV,near Okinawa,3.0,1
3177,2017,NOV,Dhaalu Atoll,0.0,1
7137,1978,NOV,Makhachkala Airp...,1.0,1
13909,2004,NOV,near Baotou Airport (...,55.0,1
10183,1994,NOV,Rio de Janeiro-S...,0.0,1
3582,2017,NOV,Empakaai area,11.0,1
1174,2017,NOV,Belfast Internat...,0.0,1
6172,1993,NOV,La Paragua,0.0,1
4869,2005,NOV,Houston-Hobby Ai...,2.0,1
21290,2004,NOV,within South-Eastern Es...,0.0,1
4217,2006,NOV,Goose Bay Airpor...,0.0,1
9299,2017,NOV,Paris-Le Bourget...,0.0,1
6666,1977,NOV,Llanos del Yari,0.0,1
20112,1994,NOV,near Tabubil,7.0,1
9688,1978,NOV,Port Kaituma Air...,5.0,1
7075,1978,NOV,Madison-Dane Cou...,0.0,1
11936,2006,NOV,Tehran-Mehrabad ...,37.0,1
4684,1977,NOV,Hay River Airpor...,1.0,1
3102,1976,NOV,Denver-Stapleton...,0.0,1
16730,1976,NOV,"near Klushino, Solnec...",73.0,1
9353,1993,NOV,Patriot Hills,0.0,1
15115,1992,NOV,"near Dania Beach, FL",0.0,1
3467,2017,NOV,"Ekimchan, Amur r...",1.0,1
17507,1978,NOV,near Marie Galante-Le...,15.0,1
19397,1977,NOV,near San Carlos de Ba...,46.0,1
1291,1977,NOV,Berlin-SchÃ¶nefe...,0.0,1
9568,2016,NOV,Pitu/Morotai-Leo...,0.0,1
11750,1993,NOV,Taipei,0.0,3
5958,2005,NOV,Korla Airport (KRL),0.0,1
18952,1978,NOV,near Punta Fija,0.0,1
11191,2017,NOV,Simikot Airport ...,0.0,1
1869,2006,NOV,Bukavu-Kamenbe A...,0.0,1
18292,1993,NOV,near Ohrid Airport (OHD),116.0,1
2665,2017,NOV,"Coffee Creek, YT",0.0,1
967,2004,NOV,Barcelona Airpor...,0.0,1
2576,1977,NOV,"Chuya, Irkutsk r...",0.0,1
12953,1976,NOV,Wien-Schwechat I...,0.0,1
2121,2004,NOV,Caracas-La Carlo...,0.0,1
13260,1976,NOV,between CuraÃ§ao...,2.0,1
5709,2005,NOV,Khak-e Shahidan,8.0,1
20515,1976,NOV,near Tumkur,0.0,1
7298,2006,NOV,Manila-Ninoy Aqu...,0.0,1
8471,1976,NOV,"Naples Airport, ...",0.0,1
21295,1977,NOV,within Tete province,0.0,1
731,1994,NOV,"Avenal, CA",1.0,1
13820,2004,NOV,near Bagram,6.0,1
17294,1978,NOV,near Lusaka,0.0,1
4109,2016,NOV,Georgetown-Chedd...,0.0,2
2078,2017,NOV,Canberra Airport...,0.0,1
7038,2017,NOV,Maastricht/Aache...,0.0,1
5455,2005,NOV,Kaduna Airport (...,2.0,1
20545,1992,NOV,near Tver-Migalovo Ai...,33.0,1
18713,2017,NOV,near Placencia Airpor...,0.0,1
11010,1994,NOV,Semarang-Achmad ...,0.0,1
399,1994,NOV,Anchorage Intern...,0.0,1
14983,1977,NOV,"near Cosme Sud, CD",2.0,1
4817,1993,NOV,Hong Kong-Kai Ta...,0.0,1
12167,2017,NOV,Toronto City-Bil...,0.0,1
5360,2017,NOV,Johannesburg/Ger...,0.0,1
3296,2005,NOV,Dong Xuyen,3.0,1
1497,1978,NOV,"BocaiÃºva, MG",0.0,1
1813,1994,NOV,Budapest-Feriheg...,0.0,1
10144,1986,NOV,Rio de Janeiro-A...,0.0,1
11157,1995,NOV,Shymkent,0.0,1
11760,2001,NOV,Taipei-Chiang Ka...,0.0,1
18991,1998,NOV,near Quetzaltenango,11.0,1
661,1998,NOV,Atlanta-William ...,0.0,1
508,1971,NOV,AragarÃ§as Airpo...,0.0,1
19866,1998,NOV,near Sommerhausen,2.0,1
12773,1998,NOV,Warri,0.0,1
8560,1971,NOV,Nevado de Santa ...,3.0,1
16384,2021,NOV,near Juba Airport (JUB),5.0,1
8441,1971,NOV,Nakhon Pathom/Ka...,0.0,1
3655,2021,NOV,"Eugene Airport, ...",0.0,1
5966,1971,NOV,Kota Kinabalu Ai...,0.0,1
21207,1971,NOV,within Cambodia,0.0,1
21037,1971,NOV,near Yerevan,0.0,1
812,2001,NOV,BahÃ­a Blanca-Co...,0.0,1
16885,2001,NOV,near KÃ¤rdla,2.0,1
725,1998,NOV,Austin-Robert Mu...,0.0,1
569,1998,NOV,Ashburton,2.0,1
18988,2001,NOV,near Quepos,3.0,1
20772,1971,NOV,near Vinnitsa Airport...,48.0,1
3280,2021,NOV,Dolow Airport,0.0,1
17490,1971,NOV,near Maracaibo-La Chi...,4.0,1
1975,2001,NOV,Cairo Internatio...,0.0,1
5351,2021,NOV,Johannesburg-O.R...,0.0,1
12245,1971,NOV,Trinidad,0.0,1
2451,1999,NOV,Chicago-Merrill ...,3.0,1
1190,2001,NOV,"Belle Harbor, NY",265.0,1
16575,1971,NOV,near Kerch Airport (KHC),6.0,1
18726,2001,NOV,near Playa del Carmen,0.0,1
18423,1971,NOV,near Padang,69.0,1
18794,2001,NOV,near Port Harcourt,1.0,1
16917,1999,NOV,"near La MontaÃ±ita, C...",5.0,1
14005,2021,NOV,near Beaver Island-We...,4.0,1
16212,2021,NOV,near Irkutsk Airport ...,9.0,1
10961,1971,NOV,Seattle/Tacoma I...,0.0,1
9731,1998,NOV,Portland Interna...,0.0,1
5219,1971,NOV,Jacksonville-Lit...,10.0,1
6560,2021,NOV,Letca Noua Airfield,0.0,1
3899,1972,NOV,Frankfurt,1.0,1
20726,2021,NOV,"near Victoria 3, Reta...",0.0,1
13312,2021,NOV,between Santiago...,0.0,1
10357,1998,NOV,RÃ­o Gallegos In...,0.0,1
4672,2020,NOV,Havana-JosÃ© Mar...,0.0,1
3766,2020,NOV,Fernandina Beach...,0.0,1
13951,1997,NOV,near Barrow-Point Bar...,8.0,1
7015,2002,NOV,Lyon Satolas Air...,0.0,1
10749,2002,NOV,Sandspit Airport...,0.0,1
13653,2002,NOV,near Antalya Airport ...,0.0,1
7569,2020,NOV,Mendoza-El Plume...,0.0,1
260,1972,NOV,Alice Springs Ai...,1.0,1
21032,1972,NOV,near Yeniseisk,2.0,1
6150,1997,NOV,La Ceiba,0.0,1
12689,1972,NOV,Vorkuta Airport ...,0.0,1
18167,2002,NOV,near Niederanven,20.0,1
6154,1997,NOV,La Ceiba-Goloson...,0.0,1
16857,1972,NOV,near Kursk-Vostochny ...,0.0,1
5107,1997,NOV,Island Lake/Gard...,0.0,1
11230,2020,NOV,Sion Airport (SIR),0.0,1
17470,2002,NOV,near Manila-Ninoy Aqu...,19.0,1
3486,2020,NOV,"El Chico, Champe...",1.0,1
1899,2001,NOV,Buriti Alegre Ai...,0.0,1
3209,1972,NOV,Dinard-Pleurtuit...,0.0,1
401,1998,NOV,Anchorage Intern...,0.0,1
12112,1972,NOV,Tokyo-Haneda Air...,0.0,1
15607,2021,NOV,"near Fort Providence, NT",0.0,1
17114,1972,NOV,near Lensk,0.0,1
18024,1972,NOV,near Nakhon Phanom Ai...,2.0,1
16399,2002,NOV,near Juwata,7.0,1
8060,1972,NOV,Moskva-Sheremety...,61.0,1
1439,1972,NOV,Bislig Airport (...,0.0,1
5470,1998,NOV,Kalemie Airport ...,0.0,1
7622,1998,NOV,Mexico City-Juar...,0.0,1
5935,2002,NOV,Kome,0.0,1
15015,1972,NOV,near Cruncha,35.0,1
18014,1998,NOV,near Nairobi,3.0,1
16797,1998,NOV,near Krasnoyarsk Airp...,13.0,1
9013,1998,NOV,Oostende Airport...,0.0,1
20728,1998,NOV,near Victoria Interna...,2.0,1
10997,1972,NOV,Segundo Corral A...,3.0,1
5134,2002,NOV,Istanbul-AtatÃ¼r...,0.0,1
9614,1997,NOV,Pokhara Airport ...,0.0,1
13550,1971,NOV,near Aloja Airstrip,1.0,1
2581,2001,NOV,ChÃ©zy,4.0,1
1796,1971,NOV,Bucharest-Otopen...,0.0,1
9937,1970,NOV,Qui-Nhon,0.0,1
6922,2000,NOV,Luebo Airport,2.0,1
879,2000,NOV,Bandar Abbas,0.0,1
9166,1970,NOV,Palanga Airport ...,0.0,1
6107,1999,NOV,Kwando Airstrip,3.0,1
14399,2022,NOV,near Bukoba Airport (...,19.0,1
5218,1970,NOV,"Jacksonville, Ha...",0.0,1
17688,2022,NOV,near Miami-Dade Count...,0.0,1
2497,2022,NOV,Chicago-O'Hare I...,0.0,2
662,2000,NOV,Atlanta-William ...,0.0,1
11098,2000,NOV,Shannon Airport ...,0.0,1
10244,1970,NOV,Roma-Ciampino Ai...,0.0,1
7457,1999,NOV,Mbandaka Airport...,6.0,1
10500,2022,NOV,Salt Lake City I...,0.0,1
6940,1999,NOV,Lukapa Airport (...,0.0,1
2564,1970,NOV,Christiansted Ha...,0.0,1
16118,1970,NOV,"near Huntington, WV",75.0,1
15058,2000,NOV,near CÃ³rdoba,1.0,1
8423,1999,NOV,Nairobi-Jomo Ken...,4.0,1
15126,2000,NOV,near Datah Dawai Airp...,0.0,1
4425,1970,NOV,Guiyang,0.0,1
12555,2000,NOV,Vancouver-Coal H...,0.0,1
2376,2000,NOV,Cheboksary Airpo...,0.0,1
12510,2000,NOV,Uvda Air Force Base,0.0,1
20181,1970,NOV,near Tambov,0.0,1
17260,2000,NOV,near Luanda-4 de Feve...,57.0,1
18153,1970,NOV,near Nha Trang Airpor...,79.0,1
11948,1970,NOV,Tel Aviv-Lod Int...,4.0,2
388,1970,NOV,Anchorage Intern...,47.0,1
2725,2000,NOV,Conakry Airport ...,0.0,1
20507,1970,NOV,near Tulkarm,3.0,1
7284,1970,NOV,Manila Internati...,0.0,4
12055,1970,NOV,"Tijuana, Cuba",0.0,1
9262,1970,NOV,Paraparaumu Airp...,0.0,1
12292,2000,NOV,Trujillo Airport...,0.0,1
10248,2000,NOV,Roma-Ciampino Ai...,0.0,1
9447,2022,NOV,"Pewaukee, WI",0.0,1
3873,2000,NOV,Fort Wayne Munic...,1.0,1
2511,2000,NOV,Chilanga,0.0,1
9329,2020,NOV,Parque Nacional ...,0.0,1
2947,1970,NOV,Damascus,0.0,1
9282,2022,NOV,Paris-Charles de...,0.0,1
18591,1971,NOV,near Penghu Island,25.0,1
13038,1999,NOV,Xiamen Airport (...,0.0,1
21140,2001,NOV,near ZÃ¼rich-Kloten A...,24.0,1
448,1999,NOV,Anguilla-Wallbla...,0.0,1
11251,2001,NOV,Skien Airport (SKE),0.0,1
18705,1971,NOV,near Pisa-San Giusto ...,52.0,1
16516,2022,NOV,near Kasese,3.0,1
9554,2001,NOV,Pittsburgh Inter...,2.0,1
20078,1999,NOV,near Szczecin,0.0,1
4649,1971,NOV,Havana-JosÃ© Mar...,0.0,1
4905,1971,NOV,Hualien Air Base...,0.0,1
2107,1971,NOV,"Cape Perry, NT",8.0,1
966,1999,NOV,Barcelona Airpor...,0.0,1
6451,2021,NOV,Las Vegas-North ...,0.0,1
20485,1999,NOV,near Tshikapa,0.0,1
21183,2021,NOV,western Venezuela,0.0,2
9796,2001,NOV,Pratica di Mare ...,0.0,1
18912,2022,NOV,near Puerto Ayacucho ...,5.0,1
16353,2001,NOV,near Johannesburg Int...,3.0,1
1059,2022,NOV,Batesville Regio...,0.0,1
3274,1970,NOV,"Doha, Baghdad",0.0,1
14508,1970,NOV,near Cam Ranh,42.0,1
19849,2022,NOV,"near Snohomish, WA",4.0,1
6567,1970,NOV,"Lexington, KY",2.0,1
5683,1970,NOV,"Kerkyra Airport,...",0.0,1
16446,2001,NOV,near Kalyazin,27.0,1
6610,2022,NOV,Lima-Jorge ChÃ¡v...,2.0,1
4096,2001,NOV,GenÃ¨ve-Cointrin...,0.0,1
16178,2022,NOV,near Indianapolis Reg...,0.0,1
11355,2001,NOV,Southend Airport...,0.0,1
20627,1999,NOV,near Uruapan Airport ...,18.0,1
1243,1999,NOV,Benguela-Gen V D...,0.0,1
8695,2022,NOV,Newport News/Wil...,0.0,1
6159,1970,NOV,La Crosse Munici...,0.0,1
6149,1970,NOV,La Antigua,0.0,1
17754,1999,NOV,near Mitrovica,24.0,1
6129,1970,NOV,"KÃ¶nigsdorf, Bayern",5.0,1
1551,1999,NOV,Boise Air Termin...,0.0,1
7593,2022,NOV,Mesa-Falcon Fiel...,0.0,1
1673,2002,NOV,BrasÃ­lia-Kubits...,0.0,1
19933,1972,NOV,"near St. Johns, NL, C...",3.0,1
6246,1997,NOV,Lae-Nadzab Airpo...,0.0,1
14444,1995,NOV,near Cabu San Lucas,0.0,1
15769,2019,NOV,near Goma Airport (GOM),27.0,1
20028,1974,NOV,near Surgut,6.0,1
10459,2019,NOV,Saint-Jean du Sud,0.0,1
3815,2003,NOV,FlorianÃ³polis-H...,0.0,1
20742,1995,NOV,"near Villa Dolores, CD",53.0,1
10620,2003,NOV,San Francisco In...,0.0,1
14666,1974,NOV,near Cerro de la Muerte,4.0,1
3402,2019,NOV,DÃ¼sseldorf Inte...,0.0,1
15041,2018,NOV,near CuraÃ§ao [Caribb...,0.0,1
5572,2018,NOV,Karachi-Jinnah I...,0.0,1
13589,1974,NOV,near An Loc,3.0,1
6202,2018,NOV,La Paz-El Alto A...,0.0,1
16658,1974,NOV,near Kiev-Zhulhyany A...,6.0,1
8412,1974,NOV,Nairobi Internat...,59.0,1
389,1974,NOV,Anchorage Intern...,0.0,3
20880,2003,NOV,near Wau,13.0,1
19881,1974,NOV,near Sorato Mt.,0.0,1
3722,2018,NOV,Fargo-Hector Int...,0.0,1
4075,2003,NOV,Geneina Airport ...,0.0,1
10897,1974,NOV,Saskatoon Airpor...,0.0,1
1747,1996,NOV,Bronzewing Airpo...,0.0,1
7348,2019,NOV,MaraÃº-Barra Gra...,5.0,1
8928,2019,NOV,Odessa-Central A...,0.0,2
14065,1974,NOV,near Beograd Airport ...,0.0,1
9943,1996,NOV,Quincy Municipal...,12.0,1
6303,2015,NOV,Lahore-Allama Iq...,0.0,1
2607,1996,NOV,Ciudad del Este-...,0.0,1
15548,1996,NOV,near Flores-Santa Ele...,14.0,1
13920,1974,NOV,near Barcelona Airpor...,3.0,1
1090,1996,NOV,Baykit,0.0,1
20106,1974,NOV,near SÃ¸nderborg,3.0,1
10640,2019,NOV,San Jose Cabo-Lo...,0.0,1
1542,2019,NOV,BogotÃ¡-Eldorado...,0.0,1
223,1974,NOV,Aleandrovskoye,0.0,1
6893,2003,NOV,Luanda-4 de Feve...,0.0,1
11270,1974,NOV,Soddu Airport (SXU),2.0,1
6650,1974,NOV,Little Rissingto...,0.0,1
2534,1974,NOV,Chita Airport (HTA),0.0,1
19102,1996,NOV,near Richmond RAAF Ba...,0.0,1
1192,2003,NOV,"Belleville, IL",0.0,1
16581,1974,NOV,near Kermanshah Airpo...,2.0,1
7142,1995,NOV,Makovskoye Airfield,0.0,1
5800,2004,NOV,Kilimanjaro Airp...,0.0,1
11104,2004,NOV,Sharjah Airport ...,0.0,1
564,2004,NOV,Arusha Airport (...,0.0,1
4983,1975,NOV,Igloolik Airport...,0.0,1
16335,2018,NOV,near JequitaÃ­-Fazend...,4.0,1
14949,1975,NOV,near Concordia Airpor...,0.0,1
13693,2018,NOV,near Arkhangelsk-Tala...,0.0,1
915,2004,NOV,Bangkok Internat...,0.0,1
12991,2018,NOV,Winder-Barrow Co...,0.0,1
8098,1995,NOV,"Mosque Airstrip, BC",0.0,1
3374,1975,NOV,Dunsfold Airport...,6.0,1
3031,2018,NOV,Deer Lake Airpor...,0.0,1
634,1995,NOV,Athens-Ellinikon...,0.0,1
5453,1995,NOV,Kaduna Airport (...,11.0,1
2022,1995,NOV,Calgary Internat...,0.0,1
11279,1975,NOV,Sofia-Vrazhdebna...,3.0,1
8606,1975,NOV,New York-John F....,0.0,1
1233,1974,NOV,Benghazi,0.0,1
19544,1995,NOV,near SantarÃ©m Airpor...,3.0,1
12139,1974,NOV,"TomÃ©-AÃ§u, PA",7.0,1
17461,1974,NOV,near Manila Internati...,1.0,1
4345,1995,NOV,Guadalajara Inte...,0.0,1
815,2018,NOV,BahÃ­a Solano-Jo...,0.0,1
13844,1995,NOV,near Baku Airport (BAK),2.0,1
463,1974,NOV,Ankara-Etimesgut...,0.0,1
6745,1995,NOV,London-Heathrow ...,0.0,2
12113,1974,NOV,Tokyo-Haneda Air...,0.0,1
3973,1974,NOV,Funchal Airport ...,0.0,1
12433,1995,NOV,UncÃ­a Airport,6.0,1
3340,1974,NOV,"Dubai, Tripoli, ...",1.0,1
12481,1995,NOV,Urumano,0.0,1
6270,2003,NOV,Lagos-Murtala Mu...,0.0,1
7766,2003,NOV,Mineral Wells Ai...,0.0,1
16289,1995,NOV,near Jaffna-Palaly AFB,5.0,1
16287,1995,NOV,near Jaffna,62.0,1
16096,2004,NOV,near Houston-William ...,3.0,1
4909,1995,NOV,Huambo Airport (...,0.0,1
3407,1995,NOV,"East Granby, CT",0.0,1
7575,2004,NOV,Menzel Lejmat North,0.0,1
19525,1996,NOV,near Santa Ana-John W...,3.0,1
19914,2003,NOV,near Spokane-Felts Fi...,1.0,1
18533,2002,NOV,"near Parks, AZ",4.0,1
7074,1997,NOV,"Madison, MS",1.0,1
12874,1997,NOV,"West Memphis, AR",0.0,1
2223,2020,NOV,"CaÃ±o Amarillo, ...",0.0,1
7097,1973,NOV,Madrid-Barajas A...,0.0,1
16694,1973,NOV,near Kirensk,0.0,1
12650,1973,NOV,Villavicencio-La...,6.0,1
20213,2002,NOV,"near Taos, NM",2.0,1
19782,1997,NOV,near Simbai,0.0,1
5839,1997,NOV,Kinshasa-N'Djili...,0.0,1
6747,1997,NOV,London-Heathrow ...,0.0,1
3576,1997,NOV,Emae Airport (EAE),0.0,1
4052,2019,NOV,Gasmata,0.0,1
12179,1996,NOV,Toronto-Pearson ...,0.0,1
4945,1973,NOV,Huntsville-Madis...,0.0,1
14363,1973,NOV,near Bu Prang Camp,29.0,1
14714,1996,NOV,near Charkhi Dadri,37.0,1
3331,1973,NOV,Dubai Airport (DXB),0.0,1
2980,2019,NOV,"Darwin Airport, ...",0.0,1
18320,2002,NOV,near Ol Kiombo Airstrip,1.0,1
4605,1972,NOV,Havana,0.0,2
17802,2002,NOV,near Mombasa-Moi Inte...,0.0,1
17526,1997,NOV,near Marseille,1.0,1
8798,2020,NOV,North Bay Airpor...,0.0,2
18435,1972,NOV,near Paksong,0.0,1
5059,2020,NOV,Iquitos Internat...,0.0,1
1127,1972,NOV,Beihan Airport (...,0.0,1
1783,1997,NOV,Bryansk Internat...,0.0,1
8522,2020,NOV,"Naujaat Airport,...",0.0,1
4105,2020,NOV,George Town-Exum...,0.0,1
2708,2002,NOV,Columbus-Port Co...,0.0,1
1401,1997,NOV,Billings-Logan I...,0.0,1
8332,2020,NOV,Mysore Airport (...,0.0,1
1259,1972,NOV,Beograd Airport ...,0.0,1
19581,1972,NOV,near Saravane,4.0,1
8297,1997,NOV,Mwanza Airport (...,0.0,1
8795,1997,NOV,North Bay Airpor...,0.0,1
10359,1997,NOV,RÃ­o Grande Airp...,0.0,1
8846,2020,NOV,Novosibirsk-Tolm...,0.0,1
1609,1973,NOV,Boston-Logan Int...,3.0,1
14695,1973,NOV,near Chania-SoÃºda Ai...,7.0,1
11260,2002,NOV,Sligo-Collooney ...,0.0,1
18291,2003,NOV,near Ogle Airport (OGL),2.0,1
11691,1973,NOV,SÃ³lheimasandur,0.0,1
17756,1996,NOV,"near Mitsamiouli, Gra...",125.0,1
2884,1996,NOV,Da Nang Airport ...,0.0,1
10303,2003,NOV,Rothera Research...,0.0,1
14568,1996,NOV,"near Cape Mendocino, ...",10.0,1
10380,1973,NOV,Sadow,0.0,1
19853,1973,NOV,"near Socorro, NM",1.0,1
17606,1996,NOV,near MedellÃ­n-Enriqu...,14.0,1
1506,2003,NOV,Boende Airport (...,33.0,1
14103,1996,NOV,"near Bethel, AK",1.0,1
15335,1996,NOV,near Ebini,0.0,1
8033,1973,NOV,Moscow,2.0,1
2180,1996,NOV,"Caruaru, PE",9.0,1
10554,2019,NOV,San Antonio Inte...,0.0,2
13035,1996,NOV,Xiamen Airport (...,0.0,1
13361,1996,NOV,near Abakan Airport (...,23.0,1
3026,1973,NOV,Debre Markos,0.0,1
14715,1996,NOV,near Charki Dadri,312.0,1
8100,1996,NOV,Most Pyssa,14.0,1
6649,1973,NOV,Little Rissingto...,0.0,1
15001,1973,NOV,near Craon,0.0,1
1850,1996,NOV,Buenos Aires/Eze...,0.0,1
2493,2019,NOV,Chicago-O'Hare I...,0.0,1
12503,1996,NOV,Ust-Nera Airport...,0.0,1
4176,1996,NOV,Gods River Airpo...,0.0,1
10644,1996,NOV,San Jose-McGuire...,0.0,1
8388,1996,NOV,Naga Airport (WNP),0.0,1
18978,1973,NOV,near Quang Ngai,27.0,1
17023,2003,NOV,near Lanseria Airport...,0.0,1
9746,1973,NOV,Porto Marghera,4.0,1
4256,2003,NOV,Grand Junction-W...,0.0,1
13814,2003,NOV,near Baghdad Internat...,0.0,1
20720,1973,NOV,near VeszprÃ©m-Szentk...,3.0,1
2372,1973,NOV,Chattanooga Muni...,0.0,1
18996,1973,NOV,near QuilpÃ©,3.0,1
15353,1996,NOV,near Ejirin,144.0,1
174,1973,NOV,Akron/Canton Reg...,0.0,1
3918,2019,NOV,Frankfurt Intern...,0.0,2
9446,2019,NOV,PetÃ©n,0.0,1
3974,1977,NOV,Funchal Airport ...,131.0,1
9270,2000,NOV,Paris-Charles de...,0.0,1
1890,2013,NOV,Buon Me Thuot (B...,0.0,1
11970,2014,NOV,Teniente Rodolfo...,0.0,1
6716,2014,NOV,London-Biggin Hi...,0.0,1
17022,1983,NOV,near Lansdowne House ...,4.0,1
1054,1991,NOV,Batagay Airport,0.0,1
13122,2012,NOV,Yida Airstrip,0.0,1
15184,1979,NOV,near Denver-Arapahoe ...,2.0,1
10230,1988,NOV,Rogachevo Air Base,0.0,1
5092,2009,NOV,Isfahan-Shahid B...,0.0,1
13570,1991,NOV,near Amderma Airport ...,20.0,1
15195,1991,NOV,"near Destin, FL",1.0,1
4300,2012,NOV,Greenwood County...,0.0,1
1920,1988,NOV,Butzweilerhof,0.0,2
14306,2012,NOV,near Brazzaville-Maya...,32.0,1
10428,1981,NOV,Saint Lucia-Vigi...,3.0,1
15638,2014,NOV,near Freeport-Grand B...,9.0,1
897,1987,NOV,Bangalore-Hindus...,0.0,1
16351,1988,NOV,near Johannesburg,0.0,1
3253,1991,NOV,Djibouti Airport...,0.0,1
12685,1979,NOV,Vologda Airport ...,3.0,1
12121,1979,NOV,Tokyo-Narita Air...,0.0,1
11016,1991,NOV,Sena-Sofala,1.0,1
10739,2010,NOV,Sana'a Internati...,0.0,1
4903,1979,NOV,Huabango,3.0,1
16421,1979,NOV,near Kadugli Airport,0.0,1
256,2009,NOV,Ali Air Base,0.0,1
16763,1991,NOV,near Komsomolsk-na-Us...,2.0,1
6161,1990,NOV,La Escalera,0.0,1
